Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: Say what would you be #Olympic champion at to #Win a £30 voucher RT&amp;F   https://t.co/HBNOSPK2Tx #Draw 15/08/16 https://t.co/W7n5ltvUzx,"Olympic,Win,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive Going to the shops before they close,,
Health and Fitness,Health and Fitness/Health Technology,"RT @Jawbone: A quick siesta can improve mood and alertness. Albert Einstein, Winston Churchill &amp; JFK were all notable nappers. 😴 https://t.co/QGcaPVd5IF",,sleeping
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SkinnyChimp I'm up I'm up 😴😉,,"sleeping,wink"
Health and Fitness,Health and Fitness/Mental Health,RT @CharitySANE: This drawing about #depression hits the nail on the head. Can you relate? #MentalHealth https://t.co/WnfdoqNGEi,"depression,MentalHealth",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Start Tour day right. Workout Done. #Nutrition #herbalife @Herbalife https://t.co/NeTZjlnFa9,"Nutrition,herbalife",
Health and Fitness,Health and Fitness/Sports Medicine,Paris. Copenhagen. Valencia. New York. 🙌🏼🙌🏼🙌🏼 @dougtannahill catch up!!!!,,"raised_hands,raised_hands,raised_hands"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MyproteinUK Any Mens L?,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @comparethetreat: #WIN a @NutriBulletUK fuelling your healthy lifestyle 1 blast at a time! Follow &amp; Retweet 4 your chance to #WIN https://t.co/gCpwUszP18,"WIN,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack #FreebieFriday #Giveaway https://t.co/E7xHgRhTgO,"WIN,HeatPack,IcePack,FreebieFriday,Giveaway",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win a pamper night beauty bundle! Simply follow and RT to enter! Info. https://t.co/YWxhcduL96 #comp https://t.co/tRc8fShgiv,"Win,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT if you are ready for @USPlabs #ModernPROTEIN #FreebieFriday #giveaway tomorrow and #LiveModern https://t.co/uf5DpJIR1r,"RT,ModernPROTEIN,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @comparethetreat: #Competition #WIN a @NutriBulletUK - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/CZ8T3rtV0l,"Competition,WIN,WIN",
Health and Fitness,Health and Fitness/Health Technology,RT @gofestuk: HUGE COMPETITION! Win a @FitbitUK Blaze worth £159.99. Terms at https://t.co/HmucOwZ2PV #GoFestUKBlaze https://t.co/JHVNwiOJtT,GoFestUKBlaze,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @docandrewmurray: Calling physios, GP's sports docs. Last few days to reg for Edinburgh Sports and Ex Med conf https://t.co/KPVSdnYiXt https://t.co/gNy7QnfN7C",,
Health and Fitness,Health and Fitness/Women's Health,@shakesdrayton Glad you like the piece -  it's @HandFmagazine ! Thanks for being part of it 🙂,,
Health and Fitness,Health and Fitness/Women's Health,RT @shakesdrayton: #olympicmindsecrets @HandFmagazine read my secret to bouncing back from injury https://t.co/GTXFDX6oPr,olympicmindsecrets,
Health and Fitness,Health and Fitness/Mental Health,RT @pritski: 10 ways to get #fit for #free in #London (and all over the UK with @goodgym) https://t.co/opnYb8NT0r @standardnews https://t.co/SCoU7Nemii,"fit,free,London",
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @CMichaelGibson: If you want to be the best, you have to do things that other people aren't willing to do. - Michael Phelps

#cmgsays",cmgsays,
Health and Fitness,Health and Fitness/Dental Care,RT @Janinawhitening: Happy #FreebieFriday! Don't forget to FLW &amp; RT with #MyJaninaSmile to #win these prizes. #competition https://t.co/In9GEAZUxR,"FreebieFriday,MyJaninaSmile,win,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Watch: This balanced yoga class is designed for runners of all experience levels. https://t.co/2MdOHuCaVg https://t.co/Gd2pyR3PLg,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win a pamper night beauty bundle! Simply follow and RT to enter! Info. https://t.co/YWxhcduL96 #comp https://t.co/tRc8fShgiv,"Win,comp",
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack #FreebieFriday #Giveaway https://t.co/E7xHgRhTgO,"WIN,HeatPack,IcePack,FreebieFriday,Giveaway",
Health and Fitness,Health and Fitness/Sports Medicine,@NEO_G #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack #FreebieFriday #Giveaway,"WIN,HeatPack,IcePack,FreebieFriday,Giveaway",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a @NutriBulletUK fuelling your healthy lifestyle 1 blast at a time! Follow &amp; Retweet 4 your chance to #WIN https://t.co/gCpwUszP18,"WIN,WIN",
Health and Fitness,Health and Fitness/Disease Centres and Information,@krismclean2208 its a @TheBHF Heartstart instructors course,,
Health and Fitness,Health and Fitness/Dental Care,RT @Janinawhitening: Happy #FreebieFriday! Don't forget to FLW &amp; RT with #MyJaninaSmile to #win these prizes. #competition https://t.co/In9GEAZUxR,"FreebieFriday,MyJaninaSmile,win,competition",
Health and Fitness,Health and Fitness/Sports Medicine,RT @Twadds8: Great morning sending these 2 off to Rio!! All the best @JosefCraig @mattwylie96 @eis2win #teamgateshead #rio2016 https://t.co/g6d825Y766,"teamgateshead,rio2016",
Health and Fitness,Health and Fitness/Health Technology,"Get our parent app! Access all our training details, log attendance and more. @sportlyzer https://t.co/4snTteoWZu",,
Health and Fitness,Health and Fitness/Men's Health,RT @nonleaguedayuk: Watch Sir Les explain why he's supporting #NonLeagueDay2016 and @ProstateUK! You can too at https://t.co/v0wza2ES50! https://t.co/dlvSf4G0va,NonLeagueDay2016,
Health and Fitness,Health and Fitness/Sports Medicine,@Twadds8 @joelbrannigan03 @eis2win @sunderlandasc what an amazing send off for these guys @JosefCraig @mattwylie96 https://t.co/HHmfQMyadg,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @ALTISworld: ""All sports and events can benefit from an improvement of mechanics, not just sprinters."" @DrGerryRamogida https://t.co/inNwtayuc3",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @NEO_G: #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM #HeatPack #IcePack #FreebieFriday #Giveaway https://t.co/E7xHgRhTgO,"WIN,HeatPack,IcePack,FreebieFriday,Giveaway",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@KateMack_ girl get yourself onto @MyproteinUK it's so much cheaper and so much better (in my opinion)🙆🏼💪🏻,,"ok_woman,muscle"
Health and Fitness,Health and Fitness/Women's Health,Yoga in the city @wilkopix https://t.co/wS66ZkgTiT @sarah_heap nimbleactivewear @nike nikelondon @nikewomen… https://t.co/C5tXsljnJo,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @Pierceathletics: And @wada_ama &amp; IOC have confirmed schtake &amp; Schpuds are not on banned list! #HardWork&amp;Talent #rowing  #TeamIreland https://t.co/wwqBBUIesW,"HardWork,rowing,TeamIreland",
Health and Fitness,Health and Fitness/Mental Health,"RT @WakeExpress: Mickey has been living in a box for 50 hours. @caudwellkids @Autism #Hemsworth
https://t.co/pR82jZiGpp https://t.co/dq2s9JQHD3",Hemsworth,
Health and Fitness,Health and Fitness/Sports Medicine,#Olympics to the max: What if doping were allowed? | Dean Burnett https://t.co/o2pwRt4iGt #Rio2016 @wada_ama @Olympics @Dopinglist #doping,"Olympics,Rio2016,doping",
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Sub-70s laps in the women's 10,000 and we aren't at 2km yet. Super aggressive. Gonna be crazy fast, or there'll spectacular implosions.",,
Health and Fitness,Health and Fitness/Sports Medicine,RT @Scienceofsport: Haha. Almaz Ayana surged off WR pace. Last lap of 66.7s. only Vivian Cheruiyot has gone with that. dibaba 4th. WR is on,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,So @proteinworld is @superdrug 😱😱 #fitness #fit #workout #shred https://t.co/Hsv95XS4dD,"fitness,fit,workout,shred","scream,scream"
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: 17:36 at 6,000m. That projects a 29:20 which breaks the Chinese WR by 10 seconds.",,
Health and Fitness,Health and Fitness/Sports Medicine,RT @DerekGriffin86: Tirunesh running for bronze. Nothing to prove to anyone. She will move to the marathon.,,
Health and Fitness,Health and Fitness/Mental Health,Day 6 of #22PushupChallenge from this evening @CombatStress #22killpushupchallenge https://t.co/G5eGcb8gGb,"22PushupChallenge,22killpushupchallenge",
Health and Fitness,Health and Fitness/Sports Medicine,RT @EnglandAthletic: How far will UK number one @shotputtlinco launch the shot at #MancInt2016? Watch live at #SportCity or online https://t.co/5br5arFblW,"MancInt2016,SportCity",
Health and Fitness,Health and Fitness/Sports Medicine,RT @Scienceofsport: For consistency: Radcliffe breaks own marathon WR by 1.4%. Still 2.3% ahead of 2nd ever. Ayana today? 0.8% better https://t.co/j1bLY0Zqs1,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Now not to go all soft, but you can't definitively condemn as doper based on performance alone. There's alway context (eg: testing quality)",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Also, context: Peaty broke breaststroke WR by 1.36% in 2 races in Rio. Ledecky 0.8% faster than WR in 400 Free Rio. Hosszu 0.77% in 400IM",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Now not to go all soft, but you can't definitively condemn as doper based on performance alone. There's alway context (eg: testing quality)",,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: But come on, one performance can't be ""wonderwoman"" or ""superman"" when it's an even larger one that the WR people say ""doper"", on time alone",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"The best gadgets for healthy eating from @NutriBulletUK, @Tefal, @Braun and more https://t.co/6ezJAQHrPP https://t.co/1g0LVhAHqZ",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our August #competition and get a Fitbit Alta. RT &amp; Follow to enter our #prize #giveaway #realbuzzFitbit https://t.co/XyIxYGBocA,"Win,competition,prize,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Women's Health,"RT @nikewomen: @sarah_heap While the world's in motion, you keep your balance. https://t.co/oZ5nMMFZgp",,
Health and Fitness,Health and Fitness/Health Technology,Really ❤️ these little #FridayFacts on @berlinmarathon from @Strava can't wait to 🏃🏻 it next month #WhyIRunBerlin https://t.co/HdCNqglO8v,"FridayFacts,WhyIRunBerlin","heart,runner"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @BradSchoenfeld: Excellent review on concurrent training - need to take training experience into account! https://t.co/d1VozijQ3n https://t.co/cXJQGuEvq5,,
Health and Fitness,Health and Fitness/Weight Loss,Burger me @thebodycoach that was outstanding #leanin15 #naughty https://t.co/uVKFLBiBcd,"leanin15,naughty",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Protein_Chef: .@MuscleFoodUK kangaroo chilli on a bed of @CauliRiceTweets topped with fat free cheese. So good! https://t.co/jQkVL49g6h,,
Health and Fitness,Health and Fitness/Health Technology,@suunto Hey. Ambit 3 Vertical is stuck on this screen. buttons do nothing. Help!!!! https://t.co/5aeZxEbnDc,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @RossEdgley: YES Mudnificent7 @ORAEXPO
Me &amp; @JRuckley turning it into an impromptu triathlon ;-) #GoBIG
@christie_alice1 @karina_grimes @LTFactor @UKORM",GoBIG,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: We're VERIFIED by @twitter 
To Celebrate we're giving away a MASSIVE Hamper - Just Re-Tweet &amp; Tag a friend to enter. https://t.co/GgKH2Kswxg",,
Health and Fitness,Health and Fitness/Mental Health,RT @alzscot: How are you feeling today? If you need to talk to someone about dementia call our free helpline on 0808 808 3000 https://t.co/dakrt7VtCs,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @sunderlandasc: Massive thanks for the last 4years @Twadds8 @joelbrannigan03 @eis2win @mattwylie96 &amp; @JosefCraig ONE LAST PUSH 🇬🇧🇬🇧 https://t.co/x62MBFSs6U,,"gb,gb"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"""Tailor your lifestyle to fit your biology"" #FitnessGenes #GeneticTesting https://t.co/XFgR3Mbj2M via @SELFmagazine https://t.co/GGDDCAJwQa","FitnessGenes,GeneticTesting",
Health and Fitness,Health and Fitness/Sports Medicine,RT @KayySanchez: What an amazing goal #TeamGB #Rio2016 #Hockey,"TeamGB,Rio2016,Hockey",
Health and Fitness,Health and Fitness/Sports Medicine,RT @KayySanchez: What an amazing goal #TeamGB #Rio2016 #Hockey,"TeamGB,Rio2016,Hockey",
Health and Fitness,Health and Fitness/Addiction,Why You Should Be Eating More Tahini + 4 Delicious Ways To Use It by @samanthaelkrief https://t.co/nwLYz58j46 via @mindbodygreen,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @Scienceofsport: Our latest post:   World Records: Fossils, stagnation &amp; a tale of two drugs https://t.co/JJ0jjVsQ9g",,
Health and Fitness,Health and Fitness/Aging,RT @gransnet: #Win the complete set of i-SPY titles worth £60 &amp; a pair of binoculars https://t.co/gwrYlae2Yv #FreebieFriday https://t.co/a5OsiFhbGu,"Win,FreebieFriday",
Health and Fitness,Health and Fitness/Aging,@gransnet #win #FreebieFriday These books are great for the kids. Super prizes.,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Sports Medicine,RT @MayoClinic: .@DrMJoyner discusses how endurance athletes maintain their maximal oxygen uptake as they age https://t.co/SdeVBxvLkc via @intelligencer,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: Fuel your runs without added sugar or sweeteners with these alternatives: https://t.co/kwiZCxaBCg https://t.co/tfgR6UeHcc,,
Health and Fitness,Health and Fitness/Mental Health,might make an event with @headspace_aus,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @DerekMHansen: @DavidGJoyce And the fear of avoiding injury in training prohibits the development of both performance and robustness.,,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Last few days to #WIN a @NutriBulletUK - premium nutrition extraction! Follow &amp; Retweet 4 your chance to #WIN https://t.co/J8MChXb5lH,"WIN,WIN",
Health and Fitness,Health and Fitness/Disease Centres and Information,Delivering a @TheBHF #HeartStart instructors course today ... Let's get more people trained to help #savealife #cpr https://t.co/CVcO0RsCGk,"HeartStart,savealife,cpr",
Health and Fitness,Health and Fitness/Alternative Medicine,11 Super #Healthy #Probiotic #Foods https://t.co/Usw5m355Cu via @mercola,"Healthy,Probiotic,Foods",
Health and Fitness,Health and Fitness/Therapy,RT @bmj_latest: Is virtual reality in surgical practice a good training tool for trainees? https://t.co/Z3NQkf78mq,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our August #competition #giveaway. Follow &amp; RT to enter. #realbuzzFitbit https://t.co/y7say0LRQx,"Win,competition,giveaway,realbuzzFitbit",
Health and Fitness,Health and Fitness/Health Technology,@patrickluonguk @berlinmarathon @Strava an easy pace for me this year as have @Spartathlon 1 week later. If you need help w' training shout!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 WOW - Get up to 70% off all clothing at MyProtein includes under armour ends today https://t.co/E9gTE7KlxT 💥 https://t.co/CZhzimppIW,,"boom,boom"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @thebodycoach: Click here to subscribe to my @youtube channel and try one of my fat burning HIIT workouts 😎 https://t.co/PzWph6olxS https://t.co/rrxxYE8aL4,,sunglasses
